country_code,country_name,indicator_id,indicator_name,index_id,index_name,value,year
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3707.959,1996
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3742.523,1997
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3687.319,1998
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3694.887,1999
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3425.580,2000
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,3656.802,2001
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4052.229,2002
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4192.822,2003
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4377.523,2004
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4501.137,2005
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4924.637,2006
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,4931.888,2007
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5099.222,2008
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5296.848,2009
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5356.237,2010
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5082.625,2011
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5544.747,2012
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5889.169,2013
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5956.335,2014
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,6009.341,2015
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5716.676,2016
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5532.693,2017
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5880.490,2018
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,6450.983,2019
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5590.943,2020
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5537.470,2021
NGA,Nigeria,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,5385.706,2022
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3067.329,1990
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3006.151,1991
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3021.146,1992
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2822.598,1993
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2761.122,1994
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2733.064,1995
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2787.431,1996
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2809.535,1997
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2794.825,1998
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2806.780,1999
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2643.707,2000
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,2846.998,2001
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3167.527,2002
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3266.152,2003
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3492.818,2004
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3589.479,2005
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3960.198,2006
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,3998.798,2007
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4168.108,2008
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4364.407,2009
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4565.006,2010
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4682.315,2011
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4767.065,2012
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4959.535,2013
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,5223.104,2014
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,5273.015,2015
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,5086.456,2016
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4963.405,2017
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4866.492,2018
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4914.228,2019
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4684.512,2020
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4716.010,2021
NGA,Nigeria,gnipc,Gross National Income Per Capita (2017 PPP$),HDI,Human Development Index,4754.836,2022
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.401,2003
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.414,2004
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.422,2005
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.431,2006
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.435,2007
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.440,2008
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.445,2009
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.449,2010
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.460,2011
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.460,2012
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.464,2013
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.475,2014
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.481,2015
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.486,2016
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.491,2017
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.489,2018
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.488,2019
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.501,2020
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.507,2021
NGA,Nigeria,hdi_f,HDI female,GDI,Gender Development Index,0.515,2022
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.493,2003
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.504,2004
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.510,2005
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.517,2006
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.519,2007
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.522,2008
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.524,2009
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.524,2010
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.528,2011
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.536,2012
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.542,2013
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.551,2014
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.559,2015
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.567,2016
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.566,2017
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.570,2018
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.585,2019
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.578,2020
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.577,2021
NGA,Nigeria,hdi_m,HDI male,GDI,Gender Development Index,0.581,2022
NGA,Nigeria,hdi_rank,HDI Rank,HDI,Human Development Index,161,2022
NGA,Nigeria,housing,Housing (%),MPI,Multidimensional Poverty Index,7.849,2021
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,45.243,2010
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,45.243,2011
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,45.243,2012
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,43.297,2013
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,43.297,2014
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,43.297,2015
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,38.095,2016
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,38.095,2017
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,40.415,2018
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,40.415,2019
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,40.415,2020
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,37.831,2021
NGA,Nigeria,ineq_edu,Inequality in eduation,IHDI,Inequality-adjusted Human Development Index,37.831,2022
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2011
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2012
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2013
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2014
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2015
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2016
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2017
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,19.078,2018
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,18.625,2019
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,18.625,2020
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,18.625,2021
NGA,Nigeria,ineq_inc,Inequality in income,IHDI,Inequality-adjusted Human Development Index,18.625,2022
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,44.023,2010
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,43.623,2011
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,43.312,2012
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,43.042,2013
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,42.823,2014
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,42.594,2015
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,42.286,2016
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,41.925,2017
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,41.480,2018
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,40.945,2019
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,40.211,2020
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,39.606,2021
NGA,Nigeria,ineq_le,Inequality in life expectancy,IHDI,Inequality-adjusted Human Development Index,39.745,2022
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,46.037,1990
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,45.691,1991
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,45.668,1992
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,45.788,1993
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,45.513,1994
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,45.487,1995
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,45.567,1996
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,45.792,1997
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,46.036,1998
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,46.614,1999
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,47.193,2000
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,47.619,2001
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,47.928,2002
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,48.441,2003
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,48.767,2004
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,49.297,2005
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,49.73,2006
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,50.033,2007
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,50.225,2008
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,50.712,2009
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,50.945,2010
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,51.357,2011
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,51.497,2012
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,51.707,2013
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,51.791,2014
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,51.841,2015
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,52.043,2016
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,52.305,2017
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,52.554,2018
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,52.91,2019
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,52.887,2020
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,52.676,2021
NGA,Nigeria,le,Life Expectancy at Birth (years),HDI,Human Development Index,53.633,2022
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.554,1990
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.27,1991
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.28,1992
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.438,1993
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.026,1994
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.056,1995
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.171,1996
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.273,1997
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.226,1998
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,47.826,1999
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,48.328,2000
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,48.689,2001
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,49.024,2002
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,49.54,2003
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,49.78,2004
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,50.255,2005
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,50.575,2006
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,50.819,2007
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,50.773,2008
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,51.242,2009
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,51.404,2010
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,51.791,2011
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,51.896,2012
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,52.115,2013
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,52.196,2014
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,52.202,2015
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,52.229,2016
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,52.589,2017
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,52.77,2018
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,53.165,2019
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,53.323,2020
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,53.07,2021
NGA,Nigeria,le_f,"Life Expectancy at Birth, female (years)",GDI,Gender Development Index,53.968,2022
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.597,1990
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.197,1991
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.145,1992
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.232,1993
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.079,1994
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.004,1995
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.052,1996
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.385,1997
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,44.89,1998
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,45.446,1999
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,46.095,2000
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,46.58,2001
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,46.867,2002
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,47.377,2003
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,47.785,2004
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,48.362,2005
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,48.901,2006
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,49.258,2007
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,49.678,2008
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,50.182,2009
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,50.483,2010
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,50.92,2011
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,51.094,2012
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,51.295,2013
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,51.383,2014
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,51.477,2015
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,51.848,2016
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,52.017,2017
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,52.331,2018
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,52.651,2019
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,52.456,2020
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,52.285,2021
NGA,Nigeria,le_m,"Life Expectancy at Birth, male (years)",GDI,Gender Development Index,53.295,2022
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,40.3,1990
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,40.3,1991
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,39.42,1992
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,40.55,1993
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,45.37,1994
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,49.1,1995
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,48.85,1996
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,48.57,1997
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,50.21,1998
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,50.08,1999
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,53.19,2000
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,54.73,2001
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,55.85,2002
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,54.48,2003
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,48.45,2004
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,49.66,2005
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,50.86,2006
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,52.07,2007
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,53.28,2008
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,54.49,2009
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,55.69,2010
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,56.9,2011
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,56.67,2012
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,56.43,2013
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,55.72,2014
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,55,2015
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,54.29,2016
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,53.57,2017
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,52.86,2018
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,52.14,2019
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,60.44,2020
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,68.74,2021
NGA,Nigeria,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",GII,Gender Inequality Index,77.04,2022
